market_id,tags,event_id,event_slug,event_title,event_creationDate,event_endDate,event_startDate,event_volume,market_slug,market_question,market_startDate,market_endDate,market_volume,market_outcomes,market_outcomePrices,market_active,market_closed,market_bestBid,market_bestAsk,created_at,outcome_1,outcome_2,market_volume_t0,market_bestBid_t0,market_bestAsk_t0,outcome_1_t0,outcome_2_t0,outcome_1_change,outcome_2_change,best_bid_change,best_ask_change
559719,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-al-win-the-2028-democratic-presidential-nomination,Will Person AL win the 2028 Democratic presidential nomination?,2025-07-11T18:37:04.632277Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559741,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-bh-win-the-2028-democratic-presidential-nomination,Will Person BH win the 2028 Democratic presidential nomination?,2025-07-11T18:37:24.770105Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559748,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-bo-win-the-2028-democratic-presidential-nomination,Will Person BO win the 2028 Democratic presidential nomination?,2025-07-11T18:37:35.300096Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559687,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-oprah-winfrey-win-the-2028-democratic-presidential-nomination,Will Oprah Winfrey win the 2028 Democratic presidential nomination?,2025-07-11T18:36:32.333Z,2028-11-07T00:00:00Z,24999990.598533,"[""Yes"", ""No""]","[0.0045, 0.9955]",True,False,0.004,0.005,2026-01-10T20:47:57,0.0045,0.9955,24999990.598533,0.004,0.005,0.0045,0.9955,0.0,0.0,0.0,0.0
559697,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-p-win-the-2028-democratic-presidential-nomination,Will Person P win the 2028 Democratic presidential nomination?,2025-07-11T18:36:42.385882Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559665,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-corey-booker-win-the-2028-democratic-presidential-nomination-125,Will Cory Booker win the 2028 Democratic presidential nomination?,2025-07-11T18:36:10.848Z,2028-11-07T00:00:00Z,8600134.82938,"[""Yes"", ""No""]","[0.0065, 0.9935]",True,False,0.006,0.007,2026-01-10T20:47:57,0.0065,0.9935,8600134.82938,0.006,0.007,0.0065,0.9935,0.0,0.0,0.0,0.0
559700,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-s-win-the-2028-democratic-presidential-nomination,Will Person S win the 2028 Democratic presidential nomination?,2025-07-11T18:36:46.707935Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559709,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-ab-win-the-2028-democratic-presidential-nomination,Will Person AB win the 2028 Democratic presidential nomination?,2025-07-11T18:36:55.332881Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559675,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-jon-stewart-win-the-2028-democratic-presidential-nomination-518,Will Jon Stewart win the 2028 Democratic presidential nomination?,2025-07-11T18:36:18.064Z,2028-11-07T00:00:00Z,4415923.083802,"[""Yes"", ""No""]","[0.0075, 0.9925]",True,False,0.007,0.008,2026-01-10T20:47:57,0.0075,0.9925,4415923.083802,0.007,0.008,0.0075,0.9925,0.0,0.0,0.0,0.0
559707,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-z-win-the-2028-democratic-presidential-nomination,Will Person Z win the 2028 Democratic presidential nomination?,2025-07-11T18:36:52.305467Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559718,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-ak-win-the-2028-democratic-presidential-nomination,Will Person AK win the 2028 Democratic presidential nomination?,2025-07-11T18:37:04.374756Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559749,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-bp-win-the-2028-democratic-presidential-nomination,Will Person BP win the 2028 Democratic presidential nomination?,2025-07-11T18:37:37.144781Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559738,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-be-win-the-2028-democratic-presidential-nomination,Will Person BE win the 2028 Democratic presidential nomination?,2025-07-11T18:37:21.892739Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559743,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-bj-win-the-2028-democratic-presidential-nomination,Will Person BJ win the 2028 Democratic presidential nomination?,2025-07-11T18:37:26.838288Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559761,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-cb-win-the-2028-democratic-presidential-nomination,Will Person CB win the 2028 Democratic presidential nomination?,2025-07-11T18:37:49.176632Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559772,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-cm-win-the-2028-democratic-presidential-nomination,Will Person CM win the 2028 Democratic presidential nomination?,2025-07-11T18:37:58.307871Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559779,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-another-person-win-the-2028-democratic-presidential-nomination,Will another person win the 2028 Democratic presidential nomination?,2025-07-11T18:38:04.534332Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559666,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-tim-walz-win-the-2028-democratic-presidential-nomination-475,Will Tim Walz win the 2028 Democratic presidential nomination?,2025-07-11T18:36:13.472Z,2028-11-07T00:00:00Z,14552587.639521,"[""Yes"", ""No""]","[0.0045, 0.9955]",True,False,0.004,0.005,2026-01-10T20:47:57,0.0045,0.9955,14552587.639521,0.004,0.005,0.0045,0.9955,0.0,0.0,0.0,0.0
559679,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-bernie-sanders-win-the-2028-democratic-presidential-nomination-879,Will Bernie Sanders win the 2028 Democratic presidential nomination?,2025-07-11T18:36:22.931Z,2028-11-07T00:00:00Z,19798839.599018,"[""Yes"", ""No""]","[0.0045, 0.9955]",True,False,0.004,0.005,2026-01-10T20:47:57,0.0045,0.9955,19798839.599018,0.004,0.005,0.0045,0.9955,0.0,0.0,0.0,0.0
559731,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-ax-win-the-2028-democratic-presidential-nomination,Will Person AX win the 2028 Democratic presidential nomination?,2025-07-11T18:37:18.59358Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559751,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-br-win-the-2028-democratic-presidential-nomination,Will Person BR win the 2028 Democratic presidential nomination?,2025-07-11T18:37:39.228397Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559667,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-michelle-obama-win-the-2028-democratic-presidential-nomination-777,Will Michelle Obama win the 2028 Democratic presidential nomination?,2025-07-11T18:36:12.961Z,2028-11-07T00:00:00Z,9830719.80943,"[""Yes"", ""No""]","[0.0085, 0.9915]",True,False,0.008,0.009,2026-01-10T20:47:57,0.0085,0.9915,9830719.80943,0.008,0.009,0.0085,0.9915,0.0,0.0,0.0,0.0
559671,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-zohran-mamdani-win-the-2028-democratic-presidential-nomination-445,Will Zohran Mamdani win the 2028 Democratic presidential nomination?,2025-07-11T18:36:16.021Z,2028-11-07T00:00:00Z,20269649.187773,"[""Yes"", ""No""]","[0.0055, 0.9945]",True,False,0.005,0.006,2026-01-10T20:47:57,0.0055,0.9945,20269649.187773,0.005,0.006,0.0055,0.9945,0.0,0.0,0.0,0.0
559668,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-mark-kelly-win-the-2028-democratic-presidential-nomination-479,Will Mark Kelly win the 2028 Democratic presidential nomination?,2025-07-11T18:36:13.216Z,2028-11-07T00:00:00Z,3933905.87897,"[""Yes"", ""No""]","[0.0145, 0.9855]",True,False,0.014,0.015,2026-01-10T20:47:57,0.0145,0.9855,3933905.87897,0.014,0.016,0.015,0.985,-0.0004999999999999987,0.000500000000000056,0.0,-0.0010000000000000009
559688,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-andrew-yang-win-the-2028-democratic-presidential-nomination,Will Andrew Yang win the 2028 Democratic presidential nomination?,2025-07-11T18:36:34.398Z,2028-11-07T00:00:00Z,26358456.669747,"[""Yes"", ""No""]","[0.0055, 0.9945]",True,False,0.005,0.006,2026-01-10T20:47:57,0.0055,0.9945,26358456.669747,0.005,0.006,0.0055,0.9945,0.0,0.0,0.0,0.0
559710,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-ac-win-the-2028-democratic-presidential-nomination,Will Person AC win the 2028 Democratic presidential nomination?,2025-07-11T18:36:54.244361Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559773,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-cn-win-the-2028-democratic-presidential-nomination,Will Person CN win the 2028 Democratic presidential nomination?,2025-07-11T18:37:59.395041Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559653,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-alexandria-ocasio-cortez-win-the-2028-democratic-presidential-nomination-653,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,2025-07-11T18:35:59.075Z,2028-11-07T00:00:00Z,2642457.229944,"[""Yes"", ""No""]","[0.105, 0.895]",True,False,0.1,0.11,2026-01-10T20:47:57,0.105,0.895,2642457.229944,0.1,0.11,0.105,0.895,0.0,0.0,0.0,0.0
559678,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-liz-cheney-win-the-2028-democratic-presidential-nomination-551,Will Liz Cheney win the 2028 Democratic presidential nomination?,2025-07-11T18:36:22.676Z,2028-11-07T00:00:00Z,18877290.171817,"[""Yes"", ""No""]","[0.0055, 0.9945]",True,False,0.005,0.006,2026-01-10T20:47:57,0.0055,0.9945,18877290.171817,0.005,0.006,0.0055,0.9945,0.0,0.0,0.0,0.0
559669,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-rahm-emanuel-win-the-2028-democratic-presidential-nomination-299,Will Rahm Emanuel win the 2028 Democratic presidential nomination?,2025-07-11T18:36:13.728Z,2028-11-07T00:00:00Z,3141145.971613,"[""Yes"", ""No""]","[0.019, 0.981]",True,False,0.018,0.02,2026-01-10T20:47:57,0.019,0.981,3140936.691447,0.019,0.02,0.0195,0.9805,-0.0005000000000000004,0.0004999999999999449,-0.0010000000000000009,0.0
559673,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-john-fetterman-win-the-2028-democratic-presidential-nomination-941,Will John Fetterman win the 2028 Democratic presidential nomination?,2025-07-11T18:36:16.532Z,2028-11-07T00:00:00Z,8411593.212238,"[""Yes"", ""No""]","[0.0125, 0.9875]",True,False,0.012,0.013,2026-01-10T20:47:57,0.0125,0.9875,8411359.212238,0.012,0.013,0.0125,0.9875,0.0,0.0,0.0,0.0
559689,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-beto-orourke-win-the-2028-democratic-presidential-nomination,Will Beto O’Rourke win the 2028 Democratic presidential nomination?,2025-07-11T18:36:34.658Z,2028-11-07T00:00:00Z,17405989.116327,"[""Yes"", ""No""]","[0.0045, 0.9955]",True,False,0.004,0.005,2026-01-10T20:47:57,0.0045,0.9955,17405989.116327,0.004,0.005,0.0045,0.9955,0.0,0.0,0.0,0.0
559690,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-kim-kardashian-win-the-2028-democratic-presidential-nomination,Will Kim Kardashian win the 2028 Democratic presidential nomination?,2025-07-11T18:36:36.739Z,2028-11-07T00:00:00Z,13884111.016802,"[""Yes"", ""No""]","[0.0065, 0.9935]",True,False,0.006,0.007,2026-01-10T20:47:57,0.0065,0.9935,13884111.016802,0.006,0.007,0.0065,0.9935,0.0,0.0,0.0,0.0
559693,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-ruben-gallego-win-the-2028-democratic-presidential-nomination,Will Ruben Gallego win the 2028 Democratic presidential nomination?,2025-07-11T18:36:38.525Z,2028-11-07T00:00:00Z,1139211.770162,"[""Yes"", ""No""]","[0.0085, 0.9915]",True,False,0.008,0.009,2026-01-10T20:47:57,0.0085,0.9915,1139211.770162,0.008,0.009,0.0085,0.9915,0.0,0.0,0.0,0.0
559712,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-ae-win-the-2028-democratic-presidential-nomination,Will Person AE win the 2028 Democratic presidential nomination?,2025-07-11T18:36:57.537146Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559757,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-bx-win-the-2028-democratic-presidential-nomination,Will Person BX win the 2028 Democratic presidential nomination?,2025-07-11T18:37:44.542283Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559775,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-cp-win-the-2028-democratic-presidential-nomination,Will Person CP win the 2028 Democratic presidential nomination?,2025-07-11T18:38:00.692323Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559711,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-ad-win-the-2028-democratic-presidential-nomination,Will Person AD win the 2028 Democratic presidential nomination?,2025-07-11T18:36:57.278059Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559722,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-ao-win-the-2028-democratic-presidential-nomination,Will Person AO win the 2028 Democratic presidential nomination?,2025-07-11T18:37:08.416243Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559763,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-cd-win-the-2028-democratic-presidential-nomination,Will Person CD win the 2028 Democratic presidential nomination?,2025-07-11T18:37:50.436421Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559774,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-co-win-the-2028-democratic-presidential-nomination,Will Person CO win the 2028 Democratic presidential nomination?,2025-07-11T18:38:00.433382Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559674,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-jared-polis-win-the-2028-democratic-presidential-nomination-837,Will Jared Polis win the 2028 Democratic presidential nomination?,2025-07-11T18:36:18.32Z,2028-11-07T00:00:00Z,8914347.23328,"[""Yes"", ""No""]","[0.0075, 0.9925]",True,False,0.007,0.008,2026-01-10T20:47:57,0.0075,0.9925,8914347.23328,0.007,0.008,0.0075,0.9925,0.0,0.0,0.0,0.0
559717,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-person-aj-win-the-2028-democratic-presidential-nomination,Will Person AJ win the 2028 Democratic presidential nomination?,2025-07-11T18:37:02.344564Z,2028-11-07T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
559662,"earn-4,elections,global-elections,politics,primaries,us-presidential-election,world-elections",30829,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-11T18:41:17.827389Z,2028-11-07T00:00:00Z,2025-07-11T18:41:17.827458Z,458244260.719751,will-mark-cuban-win-the-2028-democratic-presidential-nomination-329,Will Mark Cuban win the 2028 Democratic presidential nomination?,2025-07-11T18:36:08.958Z,2028-11-07T00:00:00Z,7634393.127093,"[""Yes"", ""No""]","[0.0075, 0.9925]",True,False,0.007,0.008,2026-01-10T20:47:57,0.0075,0.9925,7634393.127093,0.007,0.008,0.0075,0.9925,0.0,0.0,0.0,0.0
